profile_id,profile_identifier,latitude,longitude,country_code,tipo,fecha,orden,source,contact,license,coordenadas,geom,perfil_duplicado
29,63831,-6.86600018,-73.36599731,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EF37FB7F6C5752C070B84DC0C8761BC0,0
30,63832,-8.75,-72.12000275,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086AB0320AE0752C000000000008021C0,0
31,63833,-5.5,-56.65000153,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000098D9084033534CC000000000000016C0,0
32,63834,-18.85000038,-56.20000076,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000005B0F99F99194CC005B0F99F99D932C0,0
33,63835,-23.32999992,-52.5,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000404AC02615F0DF7A5437C0,0
34,63836,-14.9659996,-52.18299866,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000B7F405806C174AC0EEE5E37F97EE2DC0,0
35,63837,-25.75,-51.75,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000E049C00000000000C039C0,0
36,63838,-26.5,-51.66999817,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D2430280C2D549C00000000000803AC0,0
37,63839,-26.5,-51.58000183,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002EBCFD7F3DCA49C00000000000803AC0,0
38,63840,-25.57999992,-48.41999817,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D2430280C23548C02615F0DF7A9439C0,0
39,63841,-5.4000001,-46.20000076,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000005B0F99F991947C040964FA0999915C0,0
40,63842,-3.8499999,-45.54999924,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000FB4F066066C646C07FD360BFCCCC0EC0,0
41,63843,-18,-45.25,BRA,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000A046C000000000000032C0,0
42,63850,17.90579987,-89.11949921,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000043B603E0A54756C0FD5E1280E2E73140,0
43,63851,16.76600075,-89.10399628,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000005D6003E0A74656C023F609A018C43040,0
44,63852,17.90850067,-89.10230255,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000009A3FE1F8C4656C0490BFA7F93E83140,0
45,63853,17.57099915,-89.0759964,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000047270120DD4456C0364B13002D923140,0
46,63854,16.86100006,-89.0739975,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000179F0260BC4456C0D58DFB7F6ADC3040,0
47,63855,16.48999977,-89.04699707,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000001AAAFFFF014356C09132FB9F707D3040,0
48,63856,16.49799919,-89.03399658,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000A7D1FDFF2C4256C0087CFADF7C7F3040,0
49,63857,16.8239994,-89.02200317,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BCE3FB7F684156C073ECEA9FF1D23040,0
50,63858,16.875,-89.01300049,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000072D80100D54056C00000000000E03040,0
51,63859,17.55900002,-89.0059967,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009298FB3F624056C0045D14A01A8F3140,0
52,63860,17.88190079,-88.88569641,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000009DC8FE3FAF3856C0D75D0B40C4E13140,0
53,63861,16.99799919,-88.78700256,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000005F44FC3F5E3256C0087CFADF7CFF3040,0
54,63862,17.15800095,-88.69499969,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EED1FADF7A2C56C0A8FC10C072283140,0
55,63863,18.1079998,-88.60099792,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000004CD7FABF762656C07CF9F8DFA51B3240,0
56,63864,18.22599983,-88.58899689,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BAFF0220B22556C066C0F61FDB393240,0
57,63865,18.07699966,-88.57800293,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E6550000FE2456C0CC80ED3FB6133240,0
58,63866,17.25,-88.42099762,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000016600A0F11A56C00000000000403140,0
59,63867,18.06299973,-88.40899658,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000A7D1FDFF2C1A56C0C00114C020103240,0
60,63868,18.03300095,-88.34100342,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000592E0200D31556C0A8FC10C072083240,0
61,63869,17.65800095,-88.33699799,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000089770460911556C0A8FC10C072A83140,0
62,63870,18.08690071,-87.90625,BLZ,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000000000000000FA55C0FD72FB1F3F163240,0
63,63871,-40.61999893,-73.41000366,CHL,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002EBCFD7F3D5A52C0D7F3FB1F5C4F44C0,0
64,63872,-37.91999817,-72.41999817,CHL,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E9210140E11A52C0D2430280C2F542C0,0
65,63873,-38.43000031,-72.40000153,CHL,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CC6C04A0991952C0245C0A400A3743C0,0
67,65306,-0.56999999,-72.47000122,COL,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BA3EFF7F141E52C085A6789E703DE2BF,0
68,65307,-0.57999998,-72.37999725,COL,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000007A54FCDF511852C01EFB381E5C8FE2BF,0
69,65308,-1.27999997,-70.83000183,COL,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000017DEFEBF1EB551C0E67EA03FE17AF4BF,0
70,65309,10.56000042,-85.69000244,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000747DFEFF286C55C0E34A0360B81E2540,0
71,65310,10.57499981,-85.59719849,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000051F10380386655C0FB4F066066262540,0
72,65311,10.32999992,-85.19000244,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000747DFEFF284C55C04D2AE0BFF5A82440,0
73,65312,9.93000031,-84.66999817,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E9210140E12A55C09270290029DC2340,0
74,65313,10.2159996,-84.40000153,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CC6C04A0991955C0EEE5E37F976E2440,0
75,65314,10.56999969,-84.27999878,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000046C10080EB1155C06E8FD6FFD6232540,0
76,65315,9.53999996,-83.73000336,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E34A0360B8EE54C02615F0DF7A142340,0
77,65316,9.35000038,-83.68109894,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000FA28022097EB54C00A60F33F33B32240,0
78,65317,9.93000031,-83.66999817,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E9210140E1EA54C09270290029DC2340,1
79,65318,9.93000031,-83.66999817,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E9210140E1EA54C09270290029DC2340,1
80,65319,9.88000011,-83.66000366,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002EBCFD7F3DEA54C051DAD95F8FC22340,0
81,65320,9.05000019,-83.27999878,CRI,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000046C10080EBD154C005B0F99F99192240,0
82,65321,22.81999969,-80.25,CUB,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000000000000001054C0B747EB7FEBD13640,0
83,65401,14.80000019,-90.93000031,GTM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000122E052085BB56C005B0F99F99992D40,0
84,65402,14.63000011,-90.37000275,GTM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086AB0320AE9756C051DAD95F8F422D40,1
85,65403,14.63000011,-90.37000275,GTM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086AB0320AE9756C051DAD95F8F422D40,1
86,65404,14.63000011,-90.37000275,GTM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086AB0320AE9756C051DAD95F8F422D40,1
87,65405,14.80000019,-89.83000183,GTM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000017DEFEBF1E7556C005B0F99F99992D40,0
88,65406,15.80000019,-89.83000183,GTM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000017DEFEBF1E7556C005B0F99F99992F40,0
89,65407,15.43000031,-88.01999664,HND,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000001DB5FC9F470156C09270290029DC2E40,0
90,65408,14.5,-87.65000153,HND,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CC6C04A099E955C00000000000002D40,1
91,65409,14.5,-87.65000153,HND,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CC6C04A099E955C00000000000002D40,1
92,65410,18.25,-78.16699982,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000A0550320B08A53C00000000000403240,0
93,65411,18.28000069,-77.97000122,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BA3EFF7F147E53C04E680E20AE473240,0
94,65412,18.35000038,-77.94999695,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000002FE301C0CC7C53C005B0F99F99593240,0
95,65413,18.36000061,-77.93000031,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000122E0520857B53C0747DFEFF285C3240,0
96,65414,18.28000069,-77.87000275,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086AB0320AE7753C04E680E20AE473240,0
97,65415,18.12999916,-77.15000153,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CC6C04A0994953C01DB5FC9F47213240,0
98,65416,18.17000008,-77.15000153,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000CC6C04A0994953C0DAEA0F20852B3240,0
99,65417,17.96999931,-77.12000275,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000086AB0320AE4753C0B297F1DF51F83140,0
100,65418,17.93000031,-77.08000183,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000017DEFEBF1E4553C049B8148014EE3140,0
101,65419,17.96999931,-77.06999969,JAM,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000EED1FADF7A4453C0B297F1DF51F83140,0
103,65538,23,-98,MEX,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000000000000008058C00000000000003740,1
105,65541,12.76599979,-86.53299713,NIC,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000008F8DFE9F1CA255C0F395DD1F31882940,0
106,65542,12.85000038,-86.53299713,NIC,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E61000008F8DFE9F1CA255C00A60F33F33B32940,0
107,65543,12.76659966,-86.31659698,NIC,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000031C7FA1F439455C042A629C07F882940,0
108,65544,12.10000038,-86.30000305,NIC,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F339355C00A60F33F33332840,0
109,65545,12.93330002,-86.21659851,NIC,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000FD33FFBFDC8D55C026830E80D9DD2940,0
110,65702,9.21660042,-82.58059692,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000BCE3FB7F28A554C055661040E66E2240,0
111,65703,8.56809998,-82.55000305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F33A354C0A0EA2500DE222140,0
112,65704,8.98999977,-82.23000336,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E34A0360B88E54C02265F63FE1FA2140,0
113,65705,7.69000006,-81.25,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000000000000005054C08DC02F608FC21E40,0
114,65706,8.08329964,-81.17500305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F334B54C01C231B40A62A2040,0
115,65707,8.21660042,-81.17500305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F334B54C055661040E66E2040,0
116,65708,9.03999996,-79.30000305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F33D353C02615F0DF7A142240,1
117,65709,9.03999996,-79.30000305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F33D353C02615F0DF7A142240,1
118,65710,9.03999996,-79.30000305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F33D353C02615F0DF7A142240,1
119,65711,9.03999996,-79.30000305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F33D353C02615F0DF7A142240,1
120,65712,9.03999996,-79.30000305,PAN,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000D11CFE3F33D353C02615F0DF7A142240,1
121,65713,-5.8499999,-81,PER,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000000000000004054C0C069B05F666617C0,0
122,65714,-5.82000017,-80.66999817,PER,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E6100000E9210140E12A54C03075E31FAE4717C0,0
123,65715,-6.41499996,-78.86100006,PER,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000075E3FE9F1AB753C04D2AE0BFF5A819C0,0
124,65716,-6.91499996,-78.83300018,PER,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000060AAFCDF4FB553C04D2AE0BFF5A81BC0,0
125,65717,-7.23000002,-78.83000183,PER,perfil de suelo,01/01/1900,S/D,WoSIS July 2016 Snapshot,niels.batjes@wur.nl,CC-BY-NC-ND,,0101000020E610000017DEFEBF1EB553C0DAEA0F2085EB1CC0,0
